2|58|Dan (ingatlah), yang banyak lagi enak dimana yang kamu sukai, dan masukilah pintu gerbangnya sambil bersujud," dan katakanlah: ""Bebaskanlah kami dari dosa""", niscaya Kami ampuni kesalahan-kesalahanmu," dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik"".",,,,,,,,
2|59|Lalu orang-orang yang zalim mengganti perintah dengan (mengerjakan) yang tidak diperintahkan kepada mereka. Sebab itu Kami timpakan atas orang-orang yang zalim itu dari langit,,,,,,,,,,,,,
2|60|Dan (ingatlah) ketika Musa memohon air untuk kaumnya,,,,,,,,,,,,,
2|61|Dan (ingatlah), agar Dia mengeluarkan bagi kami dari apa yang ditumbuhkan bumi, yaitu sayur-mayurnya, ketimunnya, bawang putihnya, kacang adasnya," dan bawang merahnya"". Musa berkata: ""Maukah kamu mengambil yang rendah sebagai pengganti yang lebih baik? Pergilah kamu ke suatu kota"," pasti kamu memperoleh apa yang kamu minta"". Lalu ditimpahkanlah kepada mereka nista dan kehinaan", serta mereka mendapat kemurkaan dari Allah. Hal itu (terjadi) karena mereka selalu mengingkari ayat-ayat Allah dan membunuh para Nabi yang memang tidak dibenarkan. Demikian itu (terjadi) karena mereka selalu berbuat durhaka dan melampaui batas.,,,,,
2|62|Sesungguhnya orang-orang mukmin, siapa saja diantara mereka yang benar-benar beriman kepada Allah, hari kemudian dan beramal saleh, mereka akan menerima pahala dari Tuhan mereka, tidak ada kekhawatiran kepada mereka, dan tidak (pula) mereka bersedih hati.,,,,,,,,
2|63|Dan (ingatlah),,,,,,,,,,,,,
2|64|Kemudian kamu berpaling setelah (adanya perjanjian) itu,,,,,,,,,,,,,
2|65|Dan sesungguhnya telah kamu ketahui orang-orang yang melanggar diantaramu pada hari Sabtu,,,,,,,,,,,,,
2|66|Maka Kami jadikan yang demikian itu peringatan bagi orang-orang dimasa itu,,,,,,,,,,,,,
2|67|Dan (ingatlah),,,,,,,,,,,,,
"2|68|Mereka menjawab: ""Mohonkanlah kepada Tuhanmu untuk kami",,,,,,,,,,,,,
"2|69|Mereka berkata: ""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menerangkan kepada kami apa warnanya"". Musa menjawab: ""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang kuning",,,,,,,,,,,,,
"2|70|Mereka berkata: ""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menerangkan kepada kami bagaimana hakikat sapi betina itu",,,,,,,,,,,,,
"2|71|Musa berkata: ""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang belum pernah dipakai untuk membajak tanah dan tidak pula untuk mengairi tanaman",,,,,,,,,,,,,
2|72|Dan (ingatlah),,,,,,,,,,,,,
"2|73|Lalu Kami berfirman: ""Pukullah mayat itu dengan sebahagian anggota sapi betina itu !"" Demikianlah Allah menghidupkan kembali orang-orang yang telah mati",,,,,,,,,,,,,
2|74|Kemudian setelah itu hatimu menjadi keras seperti batu,,,,,,,,,,,,,
2|75|Apakah kamu masih mengharapkan mereka akan percaya kepadamu, sedang mereka mengetahui?.,,,,,,,,,,,,
2|76|Dan apabila mereka berjumpa dengan orang-orang yang beriman," supaya dengan demikian mereka dapat mengalahkan hujjahmu di hadapan Tuhanmu; tidakkah kamu mengerti?""",,,,,,,,,,,,
2|77|Tidakkah mereka mengetahui bahwa Allah mengetahui segala yang mereka sembunyikan dan segala yang mereka nyatakan?,,,,,,,,,,,,,
2|78|Dan diantara mereka ada yang buta huruf,,,,,,,,,,,,,
2|79|Maka kecelakaan yAng besarlah bagi orang-orang yang menulis Al Kitab dengan tangan mereka sendiri, akibat apa yang ditulis oleh tangan mereka sendiri, dan kecelakaan yang besarlah bagi mereka, akibat apa yang mereka kerjakan.,,,,,,,,,,
"2|80|Dan mereka berkata: ""Kami sekali-kali tidak akan disentuh oleh api neraka",,,,,,,,,,,,,
2|81|(Bukan demikian), mereka kekal di dalamnya.,,,,,,,,,,,,
2|82|Dan orang-orang yang beriman serta beramal saleh,,,,,,,,,,,,,
2|83|Dan (ingatlah), kaum kerabat, anak-anak yatim, dan orang-orang miskin, serta ucapkanlah kata-kata yang baik kepada manusia, dirikanlah shalat dan tunaikanlah zakat. Kemudian kamu tidak memenuhi janji itu, kecuali sebahagian kecil daripada kamu, dan kamu selalu berpaling.,,,,,,
2|84|Dan (ingatlah), kemudian kamu berikrar (akan memenuhinya) sedang kamu mempersaksikannya.,,,,,,,,,,,,
2|85|Kemudian kamu (Bani Israil) membunuh dirimu (saudaramu sebangsa) dan mengusir segolongan daripada kamu dari kampung halamannya, padahal mengusir mereka itu (juga) terlarang bagimu. Apakah kamu beriman kepada sebahagian Al Kitab (Taurat) dan ingkar terhadap sebahagian yang lain? Tiadalah balasan bagi orang yang berbuat demikian daripadamu, melainkan kenistaan dalam kehidupan dunia, dan pada hari kiamat mereka dikembalikan kepada siksa yang sangat berat. Allah tidak lengah dari apa yang kamu perbuat.,,,,,,,,,,
2|86|Itulah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat,,,,,,,,,,,,,
2|87|Dan sesungguhnya Kami telah mendatangkan Al Kitab (Taurat) kepada Musa,,,,,,,,,,,,,
"2|88|Dan mereka berkata: ""Hati kami tertutup"". Tetapi sebenarnya Allah telah mengutuk mereka karena keingkaran mereka; maka sedikit sekali mereka yang beriman.",,,,,,,,,,,,,
2|89|Dan setelah datang kepada mereka Al Quran dari Allah yang membenarkan apa yang ada pada mereka, mereka lalu ingkar kepadanya. Maka laknat Allah-lah atas orang-orang yang ingkar itu.,,,,,,,,,,,,
2|90|Alangkah buruknya (hasil perbuatan) mereka yang menjual dirinya sendiri dengan kekafiran kepada apa yang telah diturunkan Allah,,,,,,,,,,,,,
"2|91|Dan apabila dikatakan kepada mereka: ""Berimanlah kepada Al Quran yang diturunkan Allah",,,,,,,,,,,,,
2|92|Sesungguhnya Musa telah datang kepadamu membawa bukti-bukti kebenaran (mukjizat),,,,,,,,,,,,,
2|93|Dan (ingatlah),,,,,,,,,,,,,
"2|94|Katakanlah: ""Jika kamu (menganggap bahwa) kampung akhirat (surga) itu khusus untukmu di sisi Allah", jika kamu memang benar.,,,,,,,,,,,,
2|95|Dan sekali-kali mereka tidak akan mengingini kematian itu selama-lamanya,,,,,,,,,,,,,
2|96|Dan sungguh kamu akan mendapati mereka, padahal umur panjang itu sekali-kali tidak akan menjauhkannya daripada siksa. Allah Maha Mengetahui apa yang mereka kerjakan.,,,,,,,,,,,,
"2|97|Katakanlah: ""Barang siapa yang menjadi musuh Jibril",,,,,,,,,,,,,
2|98|Barang siapa yang menjadi musuh Allah, Jibril dan Mikail, maka sesungguhnya Allah adalah musuh orang-orang kafir.,,,,,,,,,,,
2|99|Dan sesungguhnya Kami telah menurunkan kepadamu ayat-ayat yang jelas; dan tak ada yang ingkar kepadanya,,,,,,,,,,,,,
2|100|Patutkah (mereka ingkar kepada ayat-ayat Allah),,,,,,,,,,,,,
2|101|Dan setelah datang kepada mereka seorang Rasul dari sisi Allah yang membenarkan apa (kitab) yang ada pada mereka,,,,,,,,,,,,,
2|102|Dan mereka mengikuti apa yang dibaca oleh syaitan-syaitan pada masa kerajaan Sulaiman (dan mereka mengatakan bahwa Sulaiman itu mengerjakan sihir)," sedang keduanya tidak mengajarkan (sesuatu) kepada seorangpun sebelum mengatakan: ""Sesungguhnya kami hanya cobaan (bagimu)"," sebab itu janganlah kamu kafir"". Maka mereka mempelajari dari kedua malaikat itu apa yang dengan sihir itu", mereka dapat menceraikan antara seorang (suami) dengan isterinya. Dan mereka itu (ahli sihir) tidak memberi mudharat dengan sihirnya kepada seorangpun, kecuali dengan izin Allah. Dan mereka mempelajari sesuatu yang tidak memberi mudharat kepadanya dan tidak memberi manfaat. Demi, sesungguhnya mereka telah meyakini bahwa barangsiapa yang menukarnya (kitab Allah) dengan sihir itu, tiadalah baginya keuntungan di akhirat, dan amat jahatlah perbuatan mereka menjual dirinya dengan sihir, kalau mereka mengetahui.,,,,,
2|103|Sesungguhnya kalau mereka beriman dan bertakwa, kalau mereka mengetahui.,,,,,,,,,,,,
2|104|Hai orang-orang yang beriman," dan ""dengarlah"". Dan bagi orang-orang yang kafir siksaan yang pedih.",,,,,,,,,,,,
2|105|Orang-orang kafir dari Ahli Kitab dan orang-orang musyrik tiada menginginkan diturunkannya sesuatu kebaikan kepadamu dari Tuhanmu. Dan Allah menentukan siapa yang dikehendaki-Nya (untuk diberi) rahmat-Nya (kenabian); dan Allah mempunyai karunia yang besar.,,,,,,,,,,,,,
2|106|Ayat mana saja yang Kami nasakhkan,,,,,,,,,,,,,
2|107|Tiadakah kamu mengetahui bahwa kerajaan langit dan bumi adalah kepunyaan Allah? Dan tiada bagimu selain Allah seorang pelindung maupun seorang penolong.,,,,,,,,,,,,,
2|108|Apakah kamu menghendaki untuk meminta kepada Rasul kamu seperti Bani Israil meminta kepada Musa pada jaman dahulu? Dan barangsiapa yang menukar iman dengan kekafiran,,,,,,,,,,,,,
2|109|Sebahagian besar Ahli Kitab menginginkan agar mereka dapat mengembalikan kamu kepada kekafiran setelah kamu beriman, sampai Allah mendatangkan perintah-Nya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu.,,,,,,,,,,,,
2|110|Dan dirikanlah shalat dan tunaikanlah zakat. Dan kebaikan apa saja yang kamu usahakan bagi dirimu,,,,,,,,,,,,,
"2|111|Dan mereka (Yahudi dan Nasrani) berkata: ""Sekali-kali tidak akan masuk surga kecuali orang-orang (yang beragama) Yahudi atau Nasrani"". Demikian itu (hanya) angan-angan mereka yang kosong belaka. Katakanlah: ""Tunjukkanlah bukti kebenaranmu jika kamu adalah orang yang benar"".",,,,,,,,,,,,,
2|112|(Tidak demikian) bahkan barangsiapa yang menyerahkan diri kepada Allah,,,,,,,,,,,,,
"2|113|Dan orang-orang Yahudi berkata: ""Orang-orang Nasrani itu tidak mempunyai suatu pegangan""", bahkan apa yang ada di langit dan di bumi adalah kepunyaan Allah; semua tunduk kepada-Nya.,,,,,,,,,,,,
2|117|Allah Pencipta langit dan bumi,,,,,,,,,,,,,
"2|118|Dan orang-orang yang tidak mengetahui berkata: ""Mengapa Allah tidak (langsung) berbicara dengan kami atau datang tanda-tanda kekuasaan-Nya kepada kami?"" Demikian pula orang-orang yang sebelum mereka telah mengatakan seperti ucapan mereka itu; hati mereka serupa. Sesungguhnya Kami telah menjelaskan tanda-tanda kekuasaan Kami kepada kaum yang yakin.",,,,,,,,,,,,,
2|119|Sesungguhnya Kami telah mengutusmu (Muhammad) dengan kebenaran; sebagai pembawa berita gembira dan pemberi peringatan,,,,,,,,,,,,,
"2|120|Orang-orang Yahudi dan Nasrani tidak akan senang kepada kamu hingga kamu mengikuti agama mereka. Katakanlah: ""Sesungguhnya petunjuk Allah itulah petunjuk (yang benar)"". Dan sesungguhnya jika kamu mengikuti kemauan mereka setelah pengetahuan datang kepadamu",,,,,,,,,,,,,
2|121|Orang-orang yang telah Kami berikan Al Kitab kepadanya, maka mereka itulah orang-orang yang rugi.,,,,,,,,,,,,
2|122|Hai Bani Israil,,,,,,,,,,,,,
2|123|Dan takutlah kamu kepada suatu hari di waktu seseorang tidak dapat menggantikan seseorang lain sedikitpun dan tidak akan diterima suatu tebusan daripadanya dan tidak akan memberi manfaat sesuatu syafa´at kepadanya dan tidak (pula) mereka akan ditolong.,,,,,,,,,,,,,
2|124|Dan (ingatlah),,,,,,,,,,,,,
2|125|Dan (ingatlah)," yang ruku´ dan yang sujud"".",,,,,,,,,,,,
2|126|Dan (ingatlah), negeri yang aman sentosa," dan berikanlah rezeki dari buah-buahan kepada penduduknya yang beriman diantara mereka kepada Allah dan hari kemudian. Allah berfirman: ""Dan kepada orang yang kafirpun Aku beri kesenangan sementara"," kemudian Aku paksa ia menjalani siksa neraka dan itulah seburuk-buruk tempat kembali"".",,,,,,,,,,
2|127|Dan (ingatlah),,,,,,,,,,,,,
2|128|Ya Tuhan kami,,,,,,,,,,,,,
2|129|Ya Tuhan kami, dan mengajarkan kepada mereka Al Kitab (Al Quran) dan Al-Hikmah (As-Sunnah) serta mensucikan mereka. Sesungguhnya Engkaulah yang Maha Kuasa lagi Maha Bijaksana.,,,,,,,,,,,,
2|130|Dan tidak ada yang benci kepada agama Ibrahim,,,,,,,,,,,,,
"2|131|Ketika Tuhannya berfirman kepadanya: ""Tunduk patuhlah!"" Ibrahim menjawab: ""Aku tunduk patuh kepada Tuhan semesta alam"".",,,,,,,,,,,,,
2|132|Dan Ibrahim telah mewasiatkan ucapan itu kepada anak-anaknya,,,,,,,,,,,,,
2|133|Adakah kamu hadir ketika Ya´qub kedatangan (tanda-tanda) maut, Ismail dan Ishaq," (yaitu) Tuhan Yang Maha Esa dan kami hanya tunduk patuh kepada-Nya"".",,,,,,,,,,,
2|134|Itu adalah umat yang lalu; baginya apa yang telah diusahakannya dan bagimu apa yang sudah kamu usahakan,,,,,,,,,,,,,
"2|135|Dan mereka berkata: ""Hendaklah kamu menjadi penganut agama Yahudi atau Nasrani",,,,,,,,,,,,,
"2|136|Katakanlah (hai orang-orang mukmin): ""Kami beriman kepada Allah dan apa yang diturunkan kepada kami", Ishaq, Ya´qub dan anak cucunya," dan apa yang diberikan kepada Musa dan Isa serta apa yang diberikan kepada nabi-nabi dari Tuhannya. Kami tidak membeda-bedakan seorangpun diantara mereka dan kami hanya tunduk patuh kepada-Nya"".",,,,,,,,,,
2|137|Maka jika mereka beriman kepada apa yang kamu telah beriman kepadanya,,,,,,,,,,,,,
2|138|Shibghah Allah. Dan siapakah yang lebih baik shibghahnya dari pada Allah? Dan hanya kepada-Nya-lah kami menyembah.,,,,,,,,,,,,,
"2|139|Katakanlah: ""Apakah kamu memperdebatkan dengan kami tentang Allah",,,,,,,,,,,,,
2|140|ataukah kamu (hai orang-orang Yahudi dan Nasrani) mengatakan bahwa Ibrahim, Ya´qub dan anak cucunya," adalah penganut agama Yahudi atau Nasrani?"" Katakanlah: ""Apakah kamu lebih mengetahui ataukah Allah"," dan siapakah yang lebih zalim dari pada orang yang menyembunyikan syahadah dari Allah yang ada padanya?"" Dan Allah sekali-kali tiada lengah dari apa yang kamu kerjakan.",,,,,,,,,,
2|141|Itu adalah umat yang telah lalu; baginya apa yang diusahakannya dan bagimu apa yang kamu usahakan; dan kamu tidak akan diminta pertanggungan jawab tentang apa yang telah mereka kerjakan.,,,,,,,,,,,,,
"2|142|Orang-orang yang kurang akalnya diantara manusia akan berkata: ""Apakah yang memalingkan mereka (umat Islam) dari kiblatnya (Baitul Maqdis) yang dahulu mereka telah berkiblat kepadanya?"" Katakanlah: ""Kepunyaan Allah-lah timur dan barat; Dia memberi petunjuk kepada siapa yang dikehendaki-Nya ke jalan yang lurus"".",,,,,,,,,,,,,
2|143|Dan demikian (pula) Kami telah menjadikan kamu (umat Islam),,,,,,,,,,,,,
2|144|Sungguh Kami (sering) melihat mukamu menengadah ke langit, bahwa berpaling ke Masjidil Haram itu adalah benar dari Tuhannya; dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan.,,,,,,,,,,,,
2|145|Dan sesungguhnya jika kamu mendatangkan kepada orang-orang (Yahudi dan Nasrani) yang diberi Al Kitab (Taurat dan Injil), dan kamupun tidak akan mengikuti kiblat mereka, dan sebahagian merekapun tidak akan mengikuti kiblat sebahagian yang lain. Dan sesungguhnya jika kamu mengikuti keinginan mereka setelah datang ilmu kepadamu, sesungguhnya kamu -- kalau begitu -- termasuk golongan orang-orang yang zalim.,,,,,,,,,,
2|146|Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad seperti mereka mengenal anak-anaknya sendiri. Dan sesungguhnya sebahagian diantara mereka menyembunyikan kebenaran,,,,,,,,,,,,,
2|147|Kebenaran itu adalah dari Tuhanmu,,,,,,,,,,,,,
2|148|Dan bagi tiap-tiap umat ada kiblatnya (sendiri) yang ia menghadap kepadanya. Maka berlomba-lombalah (dalam membuat) kebaikan. Di mana saja kamu berada pasti Allah akan mengumpulkan kamu sekalian (pada hari kiamat). Sesungguhnya Allah Maha Kuasa atas segala sesuatu.,,,,,,,,,,,,,
2|149|Dan dari mana saja kamu keluar (datang),,,,,,,,,,,,,
2|150|Dan dari mana saja kamu (keluar), agar tidak ada hujjah bagi manusia atas kamu, kecuali orang-orang yang zalim diantara mereka. Maka janganlah kamu takut kepada mereka dan takutlah kepada-Ku (saja). Dan agar Ku-sempurnakan nikmat-Ku atasmu, dan supaya kamu mendapat petunjuk.,,,,,,,,,,
2|151|Sebagaimana (Kami telah menyempurnakan nikmat Kami kepadamu) Kami telah mengutus kepadamu Rasul diantara kamu yang membacakan ayat-ayat Kami kepada kamu dan mensucikan kamu dan mengajarkan kepadamu Al Kitab dan Al-Hikmah,,,,,,,,,,,,,
2|152|Karena itu, dan janganlah kamu mengingkari (nikmat)-Ku.,,,,,,,,,,,,
2|153|Hai orang-orang yang beriman,,,,,,,,,,,,,
2|154|Dan janganlah kamu mengatakan terhadap orang-orang yang gugur di jalan Allah,,,,,,,,,,,,,
2|155|Dan sungguh akan Kami berikan cobaan kepadamu, kekurangan harta, jiwa dan buah-buahan. Dan berikanlah berita gembira kepada orang-orang yang sabar.,,,,,,,,,,,
2|156|(yaitu) orang-orang yang apabila ditimpa musibah,,,,,,,,,,,,,
2|157|Mereka itulah yang mendapat keberkatan yang sempurna dan rahmat dari Tuhan mereka dan mereka itulah orang-orang yang mendapat petunjuk.,,,,,,,,,,,,,
2|158|Sesungguhnya Shafaa dan Marwa adalah sebahagian dari syi´ar Allah. Maka barangsiapa yang beribadah haji ke Baitullah atau ber´umrah,,,,,,,,,,,,,
2|159|Sesungguhnya orang-orang yang menyembunyikan apa yang telah Kami turunkan berupa keterangan-keterangan (yang jelas) dan petunjuk,,,,,,,,,,,,,
2|160|kecuali mereka yang telah taubat dan mengadakan perbaikan dan menerangkan (kebenaran),,,,,,,,,,,,,
2|161|Sesungguhnya orang-orang kafir dan mereka mati dalam keadaan kafir,,,,,,,,,,,,,
2|162|Mereka kekal di dalam laknat itu; tidak akan diringankan siksa dari mereka dan tidak (pula) mereka diberi tangguh.,,,,,,,,,,,,,
2|163|Dan Tuhanmu adalah Tuhan Yang Maha Esa; tidak ada Tuhan melainkan Dia Yang Maha Pemurah lagi Maha Penyayang.,,,,,,,,,,,,,
2|164|Sesungguhnya dalam penciptaan langit dan bumi, dan apa yang Allah turunkan dari langit berupa air, lalu dengan air itu Dia hidupkan bumi sesudah mati (kering)-nya dan Dia sebarkan di bumi itu segala jenis hewan, dan pengisaran angin dan awan yang dikendalikan antara langit dan bumi; sungguh (terdapat) tanda-tanda (keesaan dan kebesaran Allah) bagi kaum yang memikirkan.,,,,,,,,,,
2|165|Dan diantara manusia ada orang-orang yang menyembah tandingan-tandingan selain Allah; mereka mencintainya sebagaimana mereka mencintai Allah. Adapun orang-orang yang beriman amat sangat cintanya kepada Allah. Dan jika seandainya orang-orang yang berbuat zalim itu mengetahui ketika mereka melihat siksa (pada hari kiamat),,,,,,,,,,,,,
2|166|(Yaitu) ketika orang-orang yang diikuti itu berlepas diri dari orang-orang yang mengikutinya,,,,,,,,,,,,,
"2|167|Dan berkatalah orang-orang yang mengikuti: ""Seandainya kami dapat kembali (ke dunia)",,,,,,,,,,,,,
2|168|Hai sekalian manusia,,,,,,,,,,,,,
2|169|Sesungguhnya syaitan itu hanya menyuruh kamu berbuat jahat dan keji,,,,,,,,,,,,,
"2|170|Dan apabila dikatakan kepada mereka: ""Ikutilah apa yang telah diturunkan Allah", walaupun nenek moyang mereka itu tidak mengetahui suatu apapun," dan tidak mendapat petunjuk?"".",,,,,,,,,,,
2|171|Dan perumpamaan (orang-orang yang menyeru) orang-orang kafir adalah seperti penggembala yang memanggil binatang yang tidak mendengar selain panggilan dan seruan saja. Mereka tuli,,,,,,,,,,,,,
2|172|Hai orang-orang yang beriman,,,,,,,,,,,,,
